Timestamp,T1_Unity_Send,T2_ROS_Recv,T3_Cmd_Send,Network_Delay_ms,Decision_Delay_ms,Q_Current_J1,Q_Current_J2,Q_Current_J3,Q_Current_J4,Q_Target_J1,Q_Target_J2,Q_Target_J3,Q_Target_J4,Dist_to_Last,Send_Reason,Time_Since_Last_ms,Velocity_Mag,Robot_Vel_J1,Robot_Vel_J2,Robot_Vel_J3,Robot_Vel_J4
1769695624.6122,0.0000,0.0000,1769695624.6132,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Init,0.05,0.000000,0.000000,0.000000,0.000000,0.000000
1769695661.6135,1769695661.5998,1769695661.6008,1769695661.6136,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.005000,0.009999,0.014998,0.008000,0.014998,Proximity_Dist0.000,0.08,0.000000,0.000000,0.000000,0.000000,0.000000
1769695661.6921,1769695661.6811,1769695661.6815,1769695661.6922,0.00,0.00,0.003725,0.004999,0.005369,0.003999,0.024990,0.049917,0.074719,0.039957,0.069350,Proximity_Dist0.010,0.04,0.167282,0.064121,0.155770,0.167282,0.106802
1769695662.0128,1769695662.0006,1769695662.0013,1769695662.0139,0.00,0.00,0.024990,0.049545,0.067797,0.039958,0.104230,0.203880,0.294572,0.164857,0.226776,Proximity_Dist0.007,1.05,0.172395,0.000000,0.053862,0.172395,0.007730
1769695662.5721,1769695662.5599,1769695662.5602,1769695662.5722,0.00,0.00,0.104229,0.203881,0.286605,0.164857,0.235313,0.415249,0.497462,0.353059,0.211368,Proximity_Dist0.008,0.04,0.336330,0.000000,0.017944,0.336330,0.000000
1769695663.1321,1769695663.1220,1769695663.1241,1769695663.1323,0.00,0.00,0.235312,0.407285,0.491619,0.350445,0.348068,0.499763,0.369503,0.471578,0.122117,Proximity_Dist0.008,0.06,0.340714,0.000000,0.340714,0.299016,0.217941
1769695663.5741,1769695663.5603,1769695663.5652,1769695663.5742,0.00,0.00,0.346050,0.499763,0.376260,0.468253,0.418013,0.458719,0.085376,0.499956,0.290884,Proximity_Dist0.007,0.04,0.286724,0.180981,0.007636,0.286724,0.218319
1769695664.2352,1769695664.2000,1769695664.2017,1769695664.2353,0.00,0.00,0.418013,0.458720,0.090151,0.499957,0.483092,0.249131,-0.354616,0.432611,0.444767,Proximity_Dist0.005,0.04,0.241166,0.000000,0.000000,0.241166,0.000000
1769695665.0356,1769695665.0241,1769695665.0246,1769695665.0388,0.00,0.00,0.483093,0.249130,-0.349755,0.432611,0.494445,-0.146999,-0.436331,0.189906,0.396129,Proximity_Dist0.005,3.24,0.231573,0.000000,0.000000,0.231573,0.000000
1769695665.7938,1769695665.7799,1769695665.7835,1769695665.7940,0.00,0.00,0.494445,-0.140358,-0.436331,0.189906,0.431605,-0.435788,0.008407,-0.108338,0.444738,Proximity_Dist0.007,0.04,0.217386,0.000000,0.217386,0.000000,0.000000
1769695666.5925,1769695666.5800,1769695666.5814,1769695666.5936,0.00,0.00,0.431604,-0.435788,-0.000488,-0.108338,0.299236,-0.436331,0.469000,-0.378401,0.469487,Proximity_Dist0.009,1.10,0.355524,0.000000,0.000000,0.355524,0.000000
1769695667.4332,1769695667.4207,1769695667.4217,1769695667.4333,0.00,0.00,0.299237,-0.436331,0.463258,-0.378401,0.109892,-0.214410,0.308442,-0.499592,0.221921,Proximity_Dist0.006,0.04,0.218148,0.000000,0.000000,0.218148,0.000000
1769695668.0129,1769695667.9999,1769695668.0003,1769695668.0138,0.00,0.00,0.111311,-0.222153,0.308442,-0.499592,-0.034177,0.068194,-0.101892,-0.455805,0.410334,Proximity_Dist0.008,0.73,0.312887,0.160894,0.312887,0.017128,0.000000
1769695668.7922,1769695668.7810,1769695668.7821,1769695668.7938,0.00,0.00,-0.034177,0.068194,-0.095204,-0.455805,-0.221260,0.396834,-0.436331,-0.249821,0.341127,Proximity_Dist0.007,1.51,0.305763,0.000000,0.000000,0.305763,0.000000
1769695669.5121,1769695669.4998,1769695669.5004,1769695669.5122,0.00,0.00,-0.221261,0.392822,-0.430631,-0.249821,-0.365029,0.498911,-0.316867,0.026395,0.276216,Proximity_Dist0.006,0.03,0.295766,0.000000,0.256965,0.295766,0.000000
1769695670.1321,1769695670.1199,1769695670.1204,1769695670.1321,0.00,0.00,-0.365029,0.498911,-0.316866,0.018618,-0.451866,0.386887,0.120613,0.260838,0.437479,Proximity_Dist0.008,0.03,0.328689,0.000000,0.000000,0.000000,0.328689
1769695670.9321,1769695670.9201,1769695670.9215,1769695670.9322,0.00,0.00,-0.451866,0.386887,0.112783,0.260838,-0.499551,0.042338,0.495963,0.463964,0.383179,Proximity_Dist0.008,0.05,0.185687,0.000000,0.000000,0.185687,0.000000
1769695671.6726,1769695671.6601,1769695671.6616,1769695671.6729,0.00,0.00,-0.499552,0.044276,0.489301,0.463964,-0.473407,-0.304668,0.277334,0.489014,0.348944,Proximity_Dist0.007,0.05,0.298143,0.000000,0.183333,0.298143,0.000000
1769695672.3922,1769695672.3799,1769695672.3858,1769695672.3930,0.00,0.00,-0.473407,-0.297937,0.277335,0.489013,-0.386382,-0.436331,-0.236211,0.353334,0.513546,Proximity_Dist0.007,0.75,0.181160,0.000000,0.181160,0.000000,0.000000
1769695673.2523,1769695673.2399,1769695673.2415,1769695673.2534,0.00,0.00,-0.386383,-0.436331,-0.227184,0.353333,-0.218916,-0.393636,-0.436331,0.048313,0.305020,Proximity_Dist0.009,0.97,0.200948,0.000000,0.000000,0.200948,0.000000
1769695673.9345,1769695673.9198,1769695673.9217,1769695673.9346,0.00,0.00,-0.218915,-0.393636,-0.436331,0.054027,-0.056472,-0.112221,-0.166534,-0.216231,0.281415,Proximity_Dist0.006,0.06,0.257814,0.000000,0.000000,0.000000,0.257814
1769695674.5721,1769695674.5621,1769695674.5626,1769695674.5722,0.00,0.00,-0.056472,-0.120144,-0.172309,-0.210569,0.102672,0.200968,0.290698,-0.409373,0.463007,Proximity_Dist0.008,0.04,0.257477,0.000000,0.257477,0.223503,0.219152
1769695675.4123,1769695675.3998,1769695675.4004,1769695675.4124,0.00,0.00,0.102672,0.200968,0.284999,-0.409372,0.293284,0.475061,0.476220,-0.499087,0.274094,Proximity_Dist0.006,0.04,0.334209,0.000000,0.000000,0.334209,0.000000
1769695676.0521,1769695676.0404,1769695676.0433,1769695676.0522,0.00,0.00,0.293283,0.468408,0.476220,-0.499087,0.405779,0.474170,0.148309,-0.420295,0.327911,Proximity_Dist0.007,0.04,0.178122,0.000000,0.178122,0.000000,0.000000
1769695676.7330,1769695676.7211,1769695676.7222,1769695676.7331,0.00,0.00,0.405779,0.474171,0.157316,-0.420294,0.479974,0.268958,-0.329260,-0.219448,0.486576,Proximity_Dist0.009,0.04,0.336677,0.000000,0.000000,0.336677,0.000000
1769695677.5721,1769695677.5601,1769695677.5612,1769695677.5729,0.00,0.00,0.479974,0.268959,-0.321366,-0.219449,0.495382,-0.134347,-0.436331,0.107958,0.403306,Proximity_Dist0.008,0.65,0.196757,0.000000,0.000000,0.196757,0.000000
1769695678.3324,1769695678.3210,1769695678.3221,1769695678.3325,0.00,0.00,0.495382,-0.125346,-0.436331,0.107917,0.434895,-0.429173,-0.011370,0.367487,0.424961,Proximity_Dist0.009,0.04,0.202631,0.000000,0.202631,0.000000,0.030674
1769695679.1338,1769695679.1198,1769695679.1235,1769695679.1343,0.00,0.00,0.434896,-0.429173,-0.019184,0.367488,0.304492,-0.436331,0.461779,0.497238,0.480963,Proximity_Dist0.008,0.39,0.234390,0.000000,0.000000,0.234390,0.000000
1769695679.9522,1769695679.9398,1769695679.9404,1769695679.9525,0.00,0.00,0.304492,-0.436331,0.452801,0.497237,0.121170,-0.235117,0.335046,0.426044,0.201214,Proximity_Dist0.009,0.15,0.351778,0.000000,0.000000,0.351778,0.000000
1769695680.5142,1769695680.4999,1769695680.5006,1769695680.5143,0.00,0.00,0.123717,-0.240912,0.335046,0.426044,-0.017607,0.035193,-0.052735,0.270642,0.387780,Proximity_Dist0.006,0.04,0.203827,0.143928,0.203827,0.000000,0.000000
1769695681.2532,1769695681.2406,1769695681.2444,1769695681.2542,0.00,0.00,-0.017607,0.035193,-0.043832,0.270641,-0.197111,0.362297,-0.436331,-0.010018,0.392499,Proximity_Dist0.009,0.96,0.256060,0.000000,0.000000,0.256060,0.000000
1769695681.9935,1769695681.9803,1769695681.9808,1769695681.9936,0.00,0.00,-0.197112,0.361299,-0.427266,-0.010018,-0.349937,0.499896,-0.364180,-0.287268,0.277250,Proximity_Dist0.009,0.04,0.267982,0.000000,0.109372,0.267982,0.000000
1769695682.6321,1769695682.6210,1769695682.6237,1769695682.6322,0.00,0.00,-0.349937,0.499897,-0.364180,-0.278307,-0.444515,0.407042,0.071788,-0.450926,0.435968,Proximity_Dist0.009,0.03,0.201261,0.000000,0.000000,0.000000,0.201261
1769695683.4321,1769695683.4210,1769695683.4214,1769695683.4322,0.00,0.00,-0.444514,0.407042,0.062831,-0.450927,-0.498573,0.075287,0.487204,-0.490694,0.424374,Proximity_Dist0.009,0.04,0.197158,0.000000,0.000000,0.197158,0.000000
1769695684.2121,1769695684.1998,1769695684.2014,1769695684.2131,0.00,0.00,-0.498572,0.075287,0.480432,-0.490694,-0.475487,-0.294108,0.293569,-0.342118,0.369395,Proximity_Dist0.007,0.05,0.173642,0.000000,0.000000,0.173642,0.000000
1769695684.9525,1769695684.9398,1769695684.9410,1769695684.9534,0.00,0.00,-0.475487,-0.287359,0.293570,-0.342118,-0.387391,-0.436331,-0.231989,-0.080427,0.525559,Proximity_Dist0.007,0.81,0.235635,0.000000,0.235635,0.000000,0.000000
1769695685.8130,1769695685.8021,1769695685.8034,1769695685.8156,0.00,0.00,-0.387392,-0.436331,-0.222978,-0.080427,-0.220347,-0.395592,-0.436331,0.251231,0.331658,Proximity_Dist0.009,2.49,0.337115,0.000000,0.000000,0.337115,0.000000
1769695686.5131,1769695686.5002,1769695686.5009,1769695686.5132,0.00,0.00,-0.220346,-0.395591,-0.436331,0.242122,-0.053085,-0.105570,-0.156862,0.442488,0.290021,Proximity_Dist0.009,0.04,0.261878,0.000000,0.000000,0.000000,0.261878
1769695687.1721,1769695687.1605,1769695687.1618,1769695687.1721,0.00,0.00,-0.053086,-0.112377,-0.161719,0.442488,0.110885,0.216248,0.310841,0.499524,0.472560,Proximity_Dist0.007,0.04,0.184874,0.000000,0.184874,0.158826,0.000000
1769695687.9937,1769695687.9799,1769695687.9805,1769695687.9940,0.00,0.00,0.110884,0.216248,0.303111,0.499524,0.296037,0.477143,0.473006,0.382535,0.260895,Proximity_Dist0.008,0.05,0.236568,0.000000,0.000000,0.236568,0.000000
1769695688.6320,1769695688.6201,1769695688.6214,1769695688.6321,0.00,0.00,0.296038,0.472285,0.473007,0.382534,0.407761,0.471964,0.138516,0.175739,0.334491,Proximity_Dist0.005,0.04,0.274877,0.000000,0.274877,0.000000,0.000000
1769695689.3326,1769695689.3201,1769695689.3206,1769695689.3328,0.00,0.00,0.407761,0.471965,0.144217,0.175739,0.482261,0.254634,-0.347815,-0.099752,0.492031,Proximity_Dist0.006,0.04,0.279652,0.000000,0.000000,0.279652,0.000000
1769695690.1721,1769695690.1611,1769695690.1621,1769695690.1738,0.00,0.00,0.482261,0.254635,-0.342059,-0.099753,0.494172,-0.150464,-0.436331,-0.383082,0.405099,Proximity_Dist0.006,1.62,0.223976,0.000000,0.000000,0.223976,0.000000
1769695690.9321,1769695690.9211,1769695690.9222,1769695690.9341,0.00,0.00,0.494173,-0.143674,-0.436331,-0.383082,0.430686,-0.436331,0.013850,-0.497979,0.450180,Proximity_Dist0.007,1.68,0.241587,0.000000,0.241587,0.000000,0.000000
1769695691.7524,1769695691.7399,1769695691.7416,1769695691.7540,0.00,0.00,0.430686,-0.436331,0.007086,-0.497979,0.293749,-0.436331,0.475693,-0.422012,0.468606,Proximity_Dist0.007,1.48,0.171456,0.000000,0.000000,0.171456,0.000000
1769695692.5521,1769695692.5398,1769695692.5406,1769695692.5522,0.00,0.00,0.293749,-0.436331,0.466698,-0.422012,0.112997,-0.220147,0.315906,-0.178354,0.243658,Proximity_Dist0.009,0.04,0.271709,0.000000,0.000000,0.271709,0.000000
1769695693.1531,1769695693.1415,1769695693.1428,1769695693.1532,0.00,0.00,0.112996,-0.223385,0.315906,-0.187415,-0.035987,0.071788,-0.107216,0.057502,0.423122,Proximity_Dist0.009,0.04,0.196564,0.008068,0.124156,0.000000,0.196564
1769695693.9529,1769695693.9398,1769695693.9429,1769695693.9543,0.00,0.00,-0.035987,0.071787,-0.099434,0.057502,-0.227351,0.404977,-0.436331,0.342739,0.336896,Proximity_Dist0.008,1.18,0.179929,0.000000,0.000000,0.179929,0.000000
1769695694.6538,1769695694.6400,1769695694.6404,1769695694.6539,0.00,0.00,-0.227350,0.396106,-0.429541,0.341749,-0.366267,0.498658,-0.312637,0.483764,0.142015,Proximity_Dist0.009,0.05,0.181826,0.000000,0.181826,0.162803,0.071966
1769695695.1123,1769695695.0999,1769695695.1004,1769695695.1124,0.00,0.00,-0.358549,0.498658,-0.315240,0.475929,-0.434217,0.430573,0.007259,0.496841,0.322498,Proximity_Dist0.008,0.05,0.329788,0.324858,0.018234,0.213482,0.329788
1769695695.8124,1769695695.8014,1769695695.8019,1769695695.8125,0.00,0.00,-0.434217,0.430573,0.000448,0.496841,-0.492897,0.165574,0.437278,0.391145,0.436829,Proximity_Dist0.007,0.04,0.181768,0.000000,0.000000,0.181768,0.000000
1769695696.5921,1769695696.5798,1769695696.5815,1769695696.5922,0.00,0.00,-0.492897,0.165574,0.428200,0.391146,-0.487813,-0.214091,0.393853,0.135453,0.379665,Proximity_Dist0.009,0.04,0.200126,0.000000,0.000000,0.200126,0.000000
1769695697.3330,1769695697.3209,1769695697.3225,1769695697.3337,0.00,0.00,-0.487813,-0.205120,0.393853,0.135453,-0.415125,-0.436331,-0.100768,-0.156175,0.494620,Proximity_Dist0.009,0.55,0.188725,0.000000,0.188725,0.000000,0.000000
1769695698.1931,1769695698.1798,1769695698.1815,1769695698.1965,0.00,0.00,-0.415125,-0.436331,-0.093001,-0.156176,-0.261154,-0.436331,-0.436331,-0.422259,0.343329,Proximity_Dist0.008,3.08,0.311701,0.000000,0.000000,0.311701,0.000000
1769695698.8938,1769695698.8800,1769695698.8870,1769695698.8939,0.00,0.00,-0.261154,-0.436331,-0.427395,-0.422220,-0.099117,-0.194300,-0.281771,-0.499993,0.242030,Proximity_Dist0.009,0.05,0.180887,0.000000,0.000000,0.180887,0.027295
1769695699.4923,1769695699.4798,1769695699.4822,1769695699.4924,0.00,0.00,-0.099117,-0.203302,-0.281771,-0.499993,0.050138,0.099770,0.148396,-0.444676,0.430168,Proximity_Dist0.009,0.04,0.270252,0.000000,0.270252,0.000000,0.000000
1769695700.2929,1769695700.2800,1769695700.2824,1769695700.2930,0.00,0.00,0.050138,0.099770,0.140698,-0.444677,0.239908,0.420975,0.498794,-0.220147,0.358096,Proximity_Dist0.008,0.04,0.320850,0.000000,0.000000,0.320850,0.000000
1769695701.0121,1769695700.9998,1769695701.0005,1769695701.0122,0.00,0.00,0.239908,0.418385,0.490911,-0.220147,0.379066,0.494379,0.265703,0.059893,0.280040,Proximity_Dist0.008,0.04,0.187006,0.000000,0.115312,0.187006,0.000000
1769695701.6541,1769695701.6414,1769695701.6419,1769695701.6543,0.00,0.00,0.379066,0.494378,0.266343,0.052009,0.462388,0.351890,-0.194589,0.295409,0.460932,Proximity_Dist0.008,0.04,0.180677,0.000000,0.000000,0.063702,0.180677
1769695702.4757,1769695702.4598,1769695702.4606,1769695702.4782,0.00,0.00,0.462388,0.351890,-0.187855,0.295409,0.499903,-0.019643,-0.436331,0.480150,0.371532,Proximity_Dist0.007,2.13,0.233752,0.000000,0.000000,0.233752,0.000000
1769695703.2121,1769695703.2021,1769695703.2026,1769695703.2121,0.00,0.00,0.499904,-0.014781,-0.436331,0.480151,0.462521,-0.351389,-0.195562,0.476277,0.336608,Proximity_Dist0.005,0.04,0.286830,0.000000,0.286830,0.000000,0.000000
1769695703.8921,1769695703.8798,1769695703.8816,1769695703.8941,0.00,0.00,0.462521,-0.342277,-0.195562,0.476278,0.372705,-0.436331,0.289763,0.328759,0.485325,Proximity_Dist0.009,1.96,0.129479,0.000000,0.129479,0.000000,0.000000
1769695704.7320,1769695704.7201,1769695704.7226,1769695704.7321,0.00,0.00,0.372705,-0.436331,0.283022,0.328759,0.204404,-0.373087,0.476569,0.022752,0.306007,Proximity_Dist0.007,0.04,0.311126,0.000000,0.000000,0.311126,0.000000
1769695705.3925,1769695705.3798,1769695705.3803,1769695705.3926,0.00,0.00,0.204404,-0.373087,0.476569,0.031708,0.045511,-0.090645,0.135025,-0.231989,0.341544,Proximity_Dist0.009,0.03,0.341077,0.000000,0.000000,0.000000,0.341077
1769695706.1122,1769695706.0998,1769695706.1009,1769695706.1123,0.00,0.00,0.045511,-0.090686,0.141857,-0.231989,-0.132812,0.256082,-0.360954,-0.435806,0.502810,Proximity_Dist0.007,0.04,0.183163,0.000000,0.031697,0.183163,0.000000
1769695706.9724,1769695706.9599,1769695706.9615,1769695706.9726,0.00,0.00,-0.132813,0.256082,-0.356145,-0.435805,-0.321669,0.492528,-0.432472,-0.492304,0.236447,Proximity_Dist0.005,0.04,0.279566,0.000000,0.000000,0.279566,0.000000
1769695707.5521,1769695707.5399,1769695707.5403,1769695707.5522,0.00,0.00,-0.321315,0.485677,-0.432472,-0.492303,-0.417698,0.459175,-0.087073,-0.401142,0.345399,Proximity_Dist0.007,0.04,0.183379,0.055206,0.183379,0.000000,0.000000
1769695708.2726,1769695708.2600,1769695708.2609,1769695708.2728,0.00,0.00,-0.417697,0.459175,-0.093773,-0.401141,-0.487736,0.214728,0.393201,-0.173848,0.486974,Proximity_Dist0.007,0.09,0.173172,0.000000,0.000000,0.173172,0.000000
1769695709.1123,1769695709.1003,1769695709.1012,1769695709.1123,0.00,0.00,-0.487736,0.214728,0.385464,-0.173847,-0.490226,-0.192916,0.414308,0.155806,0.407644,Proximity_Dist0.008,0.04,0.342255,0.000000,0.000000,0.342255,0.000000
1769695709.8931,1769695709.8798,1769695709.8805,1769695709.8937,0.00,0.00,-0.490226,-0.187255,0.414308,0.155806,-0.416011,-0.436331,-0.096083,0.404041,0.510391,Proximity_Dist0.006,0.49,0.284368,0.000000,0.284368,0.000000,0.002007
1769695710.7547,1769695710.7423,1769695710.7436,1769695710.7553,0.00,0.00,-0.416011,-0.436331,-0.088268,0.404040,-0.262511,-0.436331,-0.436331,0.499157,0.348062,Proximity_Dist0.008,0.55,0.227322,0.000000,0.000000,0.227322,0.000000
1769695711.4521,1769695711.4398,1769695711.4436,1769695711.4522,0.00,0.00,-0.262511,-0.436331,-0.428438,0.499157,-0.100678,-0.197231,-0.285705,0.407493,0.239099,Proximity_Dist0.008,0.04,0.188316,0.000000,0.000000,0.188316,0.000000
1769695712.0328,1769695712.0199,1769695712.0210,1769695712.0330,0.00,0.00,-0.100678,-0.206123,-0.285705,0.407492,0.043574,0.086817,0.129398,0.234741,0.415104,Proximity_Dist0.009,0.12,0.338798,0.000000,0.338798,0.000000,0.000000
1769695712.8332,1769695712.8201,1769695712.8207,1769695712.8333,0.00,0.00,0.043574,0.086816,0.123633,0.234742,0.234103,0.413716,0.497032,-0.075359,0.373398,Proximity_Dist0.006,0.04,0.276012,0.000000,0.000000,0.276012,0.000000
1769695713.5724,1769695713.5602,1769695713.5608,1769695713.5729,0.00,0.00,0.234103,0.411761,0.488087,-0.074997,0.378026,0.494845,0.269739,-0.338359,0.263362,Proximity_Dist0.009,0.40,0.206789,0.000000,0.106935,0.206789,0.057224
1769695714.1921,1769695714.1803,1769695714.1807,1769695714.1922,0.00,0.00,0.378026,0.494844,0.270750,-0.331518,0.459839,0.361134,-0.176223,-0.472777,0.446973,Proximity_Dist0.007,0.04,0.327594,0.000000,0.000000,0.158451,0.327594
1769695714.9942,1769695714.9800,1769695714.9806,1769695714.9953,0.00,0.00,0.459838,0.361133,-0.168453,-0.472778,0.499997,0.003538,-0.436331,-0.476395,0.357596,Proximity_Dist0.008,0.98,0.296766,0.000000,0.000000,0.296766,0.000000
1769695715.7322,1769695715.7200,1769695715.7211,1769695715.7324,0.00,0.00,0.499997,0.010269,-0.436331,-0.476395,0.466800,-0.334523,-0.227071,-0.310609,0.344792,Proximity_Dist0.007,0.05,0.175105,0.000000,0.175105,0.000000,0.000000
1769695716.4321,1769695716.4206,1769695716.4244,1769695716.4326,0.00,0.00,0.466801,-0.326682,-0.227071,-0.310609,0.377067,-0.436331,0.273422,-0.055037,0.500493,Proximity_Dist0.008,0.38,0.202065,0.000000,0.202065,0.000000,0.000000
1769695717.2924,1769695717.2800,1769695717.2826,1769695717.2925,0.00,0.00,0.377066,-0.436331,0.266647,-0.055037,0.205857,-0.375200,0.477993,0.273051,0.328088,Proximity_Dist0.007,0.04,0.174307,0.000000,0.000000,0.174307,0.000000
1769695717.9722,1769695717.9600,1769695717.9605,1769695717.9726,0.00,0.00,0.205856,-0.375200,0.477993,0.264039,0.042117,-0.083935,0.125156,0.450421,0.352838,Proximity_Dist0.009,0.04,0.219519,0.000000,0.000000,0.000000,0.219519
1769695718.6921,1769695718.6798,1769695718.6803,1769695718.6922,0.00,0.00,0.042117,-0.083935,0.132859,0.450421,-0.136094,0.261911,-0.367951,0.495979,0.500810,Proximity_Dist0.008,0.04,0.325906,0.000000,0.050829,0.325906,0.000000
1769695719.5521,1769695719.5410,1769695719.5417,1769695719.5522,0.00,0.00,-0.136094,0.261911,-0.360207,0.495979,-0.324271,0.493656,-0.427252,0.342968,0.231745,Proximity_Dist0.008,0.04,0.253578,0.000000,0.000000,0.253578,0.000000
1769695720.1336,1769695719.6005,1769695719.6022,1769695720.1351,0.00,0.00,-0.323902,0.484715,-0.427251,0.342968,-0.335541,0.497529,-0.402179,0.325116,0.025072,Proximity_Dist0.009,0.09,0.000000,0.000000,0.000000,0.000000,0.000000
1769695727.0353,1769695727.0102,1769695727.0130,1769695727.0354,0.00,0.00,-0.335541,0.497529,-0.402180,0.325116,0.499900,0.009999,0.009997,0.149730,0.835441,Proximity_Dist0.000,0.04,0.000000,0.000000,0.000000,0.000000,0.000000
1769695728.0729,1769695728.0500,1769695728.0513,1769695728.0730,0.00,0.00,0.494246,0.009999,0.009997,0.149730,0.244436,0.436178,0.213235,-0.149889,0.426179,Proximity_Dist0.006,0.04,0.274258,0.274258,0.000000,0.000000,0.000000
1769695728.8521,1769695728.8500,1769695728.8518,1769695728.8523,0.00,0.00,0.244437,0.427180,0.213236,-0.149889,-0.142595,0.479236,-0.136673,0.114418,0.387031,Proximity_Dist0.009,0.09,0.386168,0.000000,0.386168,0.000000,0.000000
1769695729.6321,1769695729.6301,1769695729.6308,1769695729.6322,0.00,0.00,-0.135921,0.479236,-0.135669,0.114419,-0.438409,0.240411,-0.210797,-0.009896,0.302488,Proximity_Dist0.007,0.04,0.176842,0.176842,0.000000,0.080621,0.000000
1769695730.2963,1769695730.2902,1769695730.2914,1769695730.2964,0.00,0.00,-0.431692,0.240452,-0.210797,-0.009896,-0.493740,-0.078873,0.077885,-0.133379,0.319324,Proximity_Dist0.007,0.04,0.198733,0.198733,0.039472,0.000000,0.000000
1769695730.9750,1769695730.9501,1769695730.9512,1769695730.9751,0.00,0.00,-0.493740,-0.070990,0.075319,-0.133378,-0.341692,-0.365029,0.249455,0.116033,0.294040,Proximity_Dist0.008,0.04,0.233058,0.000000,0.233058,0.145199,0.000000
1769695731.6340,1769695731.6106,1769695731.6112,1769695731.6345,0.00,0.00,-0.341692,-0.358312,0.249455,0.115039,-0.046129,-0.436331,0.045932,0.041045,0.295563,Proximity_Dist0.007,0.46,0.157647,0.000000,0.157647,0.000000,0.070708
1769695732.2926,1769695732.2709,1769695732.2721,1769695732.2928,0.00,0.00,-0.052841,-0.436331,0.045932,0.041045,0.268810,-0.421594,-0.226657,-0.148694,0.321651,Proximity_Dist0.007,0.04,0.170314,0.170314,0.000000,0.000000,0.000000
1769695732.9722,1769695732.9707,1769695732.9717,1769695732.9723,0.00,0.00,0.262105,-0.421593,-0.226293,-0.148695,0.477195,-0.149281,-0.142472,0.092114,0.272312,Proximity_Dist0.007,0.04,0.321970,0.321970,0.000000,0.116668,0.000000
1769695733.5942,1769695733.5701,1769695733.5706,1769695733.5943,0.00,0.00,0.477156,-0.158388,-0.142473,0.088891,0.478136,0.146238,0.139843,0.094360,0.304626,Proximity_Dist0.009,0.04,0.319991,0.063341,0.319991,0.000000,0.206794
1769695734.2723,1769695734.2500,1769695734.2504,1769695734.2724,0.00,0.00,0.478136,0.139527,0.136558,0.094359,0.279833,0.414359,0.231903,-0.146669,0.274833,Proximity_Dist0.007,0.04,0.235410,0.000000,0.235410,0.176291,0.000000
1769695734.8930,1769695734.8716,1769695734.8721,1769695734.8931,0.00,0.00,0.279832,0.405392,0.231902,-0.143442,-0.013008,0.499831,-0.013003,0.011696,0.292840,Proximity_Dist0.009,0.04,0.189855,0.007634,0.189855,0.000000,0.120780
1769695735.5525,1769695735.5513,1769695735.5521,1769695735.5550,0.00,0.00,-0.005295,0.499831,-0.012841,0.011697,-0.324405,0.380476,-0.246856,0.128093,0.319109,Proximity_Dist0.008,0.06,0.000000,0.000000,0.000000,0.000000,0.000000
1769695736.2322,1769695736.2301,1769695736.2314,1769695736.2324,0.00,0.00,-0.317559,0.380475,-0.246856,0.128093,-0.491489,0.091864,-0.090300,-0.127538,0.288611,Proximity_Dist0.007,0.04,0.174498,0.174498,0.000000,0.000000,0.000000
1769695736.8724,1769695736.8531,1769695736.8545,1769695736.8727,0.00,0.00,-0.491488,0.099720,-0.090300,-0.125020,-0.453388,-0.210806,0.191154,-0.039305,0.310526,Proximity_Dist0.008,0.04,0.363009,0.000000,0.363009,0.000000,0.226713
1769695737.5523,1769695737.5301,1769695737.5307,1769695737.5528,0.00,0.00,-0.453388,-0.201948,0.187879,-0.039305,-0.219989,-0.436331,0.197552,0.146887,0.234383,Proximity_Dist0.009,0.45,0.202729,0.000000,0.202729,0.132476,0.000000
1769695738.1524,1769695738.1511,1769695738.1521,1769695738.1551,0.00,0.00,-0.227832,-0.430550,0.197552,0.146725,0.081843,-0.436331,-0.080739,-0.071027,0.309675,Proximity_Dist0.008,2.64,0.202803,0.202803,0.177177,0.000000,0.046236
1769695738.8122,1769695738.8110,1769695738.8118,1769695738.8123,0.00,0.00,0.074989,-0.436331,-0.077501,-0.071028,0.367079,-0.339489,-0.249239,-0.092950,0.292090,Proximity_Dist0.007,0.03,0.197193,0.197193,0.000000,0.140735,0.000000
1769695739.4722,1769695739.4701,1769695739.4709,1769695739.4723,0.00,0.00,0.359315,-0.339489,-0.249238,-0.092949,0.498136,-0.043132,-0.042971,0.144993,0.296358,Proximity_Dist0.008,0.04,0.277772,0.277772,0.000000,0.000000,0.000000
1769695740.1325,1769695740.1301,1769695740.1308,1769695740.1335,0.00,0.00,0.498136,-0.050937,-0.042970,0.144836,0.419968,0.271342,0.227910,-0.022429,0.322280,Proximity_Dist0.008,0.96,0.185541,0.000000,0.185541,0.000000,0.041378
1769695740.8143,1769695740.8101,1769695740.8110,1769695740.8144,0.00,0.00,0.419968,0.263578,0.227266,-0.022429,0.155938,0.475061,0.148160,-0.122143,0.264030,Proximity_Dist0.008,0.04,0.182233,0.000000,0.182233,0.065717,0.000000
1769695741.4321,1769695741.4310,1769695741.4315,1769695741.4322,0.00,0.00,0.163902,0.475061,0.148161,-0.122143,-0.149113,0.477248,-0.142327,0.118287,0.313015,Proximity_Dist0.008,0.04,0.346081,0.346081,0.052580,0.000000,0.000000
